Depth,URL,Title
1,https://efloraofindia.com/article-categories/orchidaceae/,Orchidaceae – eFlora of India
1,https://efloraofindia.com/article-categories/orobanchaceae/,Orobanchaceae – eFlora of India
1,https://efloraofindia.com/article-categories/oxalidaceae/,Oxalidaceae – eFlora of India
1,https://efloraofindia.com/article-categories/paeoniaceae/,Paeoniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/pandanaceae/,Pandanaceae – eFlora of India
1,https://efloraofindia.com/article-categories/papaveraceae/,Papaveraceae – eFlora of India
1,https://efloraofindia.com/article-categories/passifloraceae/,Passifloraceae – eFlora of India
1,https://efloraofindia.com/article-categories/paulowniaceae/,Paulowniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/pedaliaceae/,Pedaliaceae – eFlora of India
1,https://efloraofindia.com/article-categories/pentaphylacaceae/,Pentaphylacaceae – eFlora of India
1,https://efloraofindia.com/article-categories/peraceae/,Peraceae – eFlora of India
1,https://efloraofindia.com/article-categories/phrymaceae/,Phrymaceae – eFlora of India
1,https://efloraofindia.com/article-categories/phyllanthaceae/,Phyllanthaceae – eFlora of India
1,https://efloraofindia.com/article-categories/phytolaccaceae/,Phytolaccaceae – eFlora of India
1,https://efloraofindia.com/article-categories/picrodendraceae/,Picrodendraceae – eFlora of India
1,https://efloraofindia.com/article-categories/pinaceae/,Pinaceae – eFlora of India
1,https://efloraofindia.com/article-categories/piperaceae/,Piperaceae – eFlora of India
1,https://efloraofindia.com/article-categories/pittosporaceae/,Pittosporaceae – eFlora of India
1,https://efloraofindia.com/article-categories/plantaginaceae/,Plantaginaceae – eFlora of India
1,https://efloraofindia.com/article-categories/platanaceae/,Platanaceae – eFlora of India
1,https://efloraofindia.com/article-categories/plumbaginaceae/,Plumbaginaceae – eFlora of India
1,https://efloraofindia.com/article-categories/poaceae/,Poaceae – eFlora of India
1,https://efloraofindia.com/article-categories/podocarpaceae/,Podocarpaceae – eFlora of India
1,https://efloraofindia.com/article-categories/podostemaceae/,Podostemaceae – eFlora of India
1,https://efloraofindia.com/article-categories/polemoniaceae/,Polemoniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/polygalaceae/,Polygalaceae – eFlora of India
1,https://efloraofindia.com/article-categories/polygonaceae/,Polygonaceae – eFlora of India
1,https://efloraofindia.com/article-categories/pontederiaceae/,Pontederiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/portulacaceae/,Portulacaceae – eFlora of India
1,https://efloraofindia.com/article-categories/potamogetonaceae/,Potamogetonaceae – eFlora of India
1,https://efloraofindia.com/article-categories/primulaceae/,Primulaceae – eFlora of India
1,https://efloraofindia.com/article-categories/proteaceae/,Proteaceae – eFlora of India
1,https://efloraofindia.com/article-categories/putranjivaceae/,Putranjivaceae – eFlora of India
1,https://efloraofindia.com/article-categories/rafflesiaceae/,Rafflesiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/ranunculaceae/,Ranunculaceae – eFlora of India
1,https://efloraofindia.com/article-categories/resedaceae/,Resedaceae – eFlora of India
1,https://efloraofindia.com/article-categories/restionaceae/,Restionaceae – eFlora of India
1,https://efloraofindia.com/article-categories/rhamnaceae/,Rhamnaceae – eFlora of India
1,https://efloraofindia.com/article-categories/rhizophoraceae/,Rhizophoraceae – eFlora of India
1,https://efloraofindia.com/article-categories/rosaceae/,Rosaceae – eFlora of India
1,https://efloraofindia.com/article-categories/rubiaceae/,Rubiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/ruppiaceae/,Ruppiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/rutaceae/,Rutaceae – eFlora of India
1,https://efloraofindia.com/article-categories/sabiaceae/,Sabiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/salicaceae/,Salicaceae – eFlora of India
1,https://efloraofindia.com/article-categories/salvadoraceae/,Salvadoraceae – eFlora of India
1,https://efloraofindia.com/article-categories/santalaceae/,Santalaceae – eFlora of India
1,https://efloraofindia.com/article-categories/sapindaceae/,Sapindaceae – eFlora of India
1,https://efloraofindia.com/article-categories/sapotaceae/,Sapotaceae – eFlora of India
1,https://efloraofindia.com/article-categories/sarraceniaceae/,Sarraceniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/saururaceae/,Saururaceae – eFlora of India
1,https://efloraofindia.com/article-categories/saxifragaceae/,Saxifragaceae – eFlora of India
1,https://efloraofindia.com/article-categories/schisandraceae/,Schisandraceae – eFlora of India
1,https://efloraofindia.com/article-categories/schoepfiaceae/,Schoepfiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/scrophulariaceae/,Scrophulariaceae – eFlora of India
1,https://efloraofindia.com/article-categories/simaroubaceae/,Simaroubaceae – eFlora of India
1,https://efloraofindia.com/article-categories/smilacaceae/,Smilacaceae – eFlora of India
1,https://efloraofindia.com/article-categories/solanaceae/,Solanaceae – eFlora of India
1,https://efloraofindia.com/article-categories/sphenocleaceae/,Sphenocleaceae – eFlora of India
1,https://efloraofindia.com/article-categories/stachyuraceae/,Stachyuraceae – eFlora of India
1,https://efloraofindia.com/article-categories/staphyleaceae/,Staphyleaceae – eFlora of India
1,https://efloraofindia.com/article-categories/stemonaceae/,Stemonaceae – eFlora of India
1,https://efloraofindia.com/article-categories/stemonuraceae/,Stemonuraceae – eFlora of India
1,https://efloraofindia.com/article-categories/stilbaceae/,Stilbaceae – eFlora of India
1,https://efloraofindia.com/article-categories/strelitziaceae/,Strelitziaceae – eFlora of India
1,https://efloraofindia.com/article-categories/stylidiaceae/,Stylidiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/styracaceae/,Styracaceae – eFlora of India
1,https://efloraofindia.com/article-categories/surianaceae/,Surianaceae – eFlora of India
1,https://efloraofindia.com/article-categories/symplocaceae/,Symplocaceae – eFlora of India
1,https://efloraofindia.com/article-categories/talinaceae/,Talinaceae – eFlora of India
1,https://efloraofindia.com/article-categories/tamaricaceae/,Tamaricaceae – eFlora of India
1,https://efloraofindia.com/article-categories/taxaceae/,Taxaceae – eFlora of India
1,https://efloraofindia.com/article-categories/tetramelaceae/,Tetramelaceae – eFlora of India
1,https://efloraofindia.com/article-categories/theaceae/,Theaceae – eFlora of India
1,https://efloraofindia.com/article-categories/thymelaeaceae/,Thymelaeaceae – eFlora of India
1,https://efloraofindia.com/article-categories/trochodendraceae/,Trochodendraceae – eFlora of India
1,https://efloraofindia.com/article-categories/tropaeolaceae/,Tropaeolaceae – eFlora of India
1,https://efloraofindia.com/article-categories/typhaceae/,Typhaceae – eFlora of India
1,https://efloraofindia.com/article-categories/ulmaceae/,Ulmaceae – eFlora of India
1,https://efloraofindia.com/article-categories/unidentified/,Unidentified – eFlora of India
1,https://efloraofindia.com/article-categories/urticaceae/,Urticaceae – eFlora of India
1,https://efloraofindia.com/article-categories/vahliaceae/,Vahliaceae – eFlora of India
1,https://efloraofindia.com/article-categories/verbenaceae/,Verbenaceae – eFlora of India
1,https://efloraofindia.com/article-categories/violaceae/,Violaceae – eFlora of India
1,https://efloraofindia.com/article-categories/vitaceae/,Vitaceae – eFlora of India
1,https://efloraofindia.com/article-categories/welwitschiaceae/,Welwitschiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/xeronemataceae/,Xeronemataceae – eFlora of India
1,https://efloraofindia.com/article-categories/xyridaceae/,Xyridaceae – eFlora of India
1,https://efloraofindia.com/article-categories/zamiaceae/,Zamiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/zingiberaceae/,Zingiberaceae – eFlora of India
1,https://efloraofindia.com/article-categories/zygophyllaceae/,Zygophyllaceae – eFlora of India
1,https://efloraofindia.com/article-categories/aspleniaceae/,Aspleniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/athyriaceae/,Athyriaceae – eFlora of India
1,https://efloraofindia.com/article-categories/blechnaceae/,Blechnaceae – eFlora of India
1,https://efloraofindia.com/article-categories/ceratopteridaceae/,Ceratopteridaceae – eFlora of India
1,https://efloraofindia.com/article-categories/cyatheaceae/,Cyatheaceae – eFlora of India
1,https://efloraofindia.com/article-categories/dennstaedtiaceae/,Dennstaedtiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/dicksoniaceae/,Dicksoniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/equisetaceae/,Equisetaceae – eFlora of India
1,https://efloraofindia.com/article-categories/gleicheniaceae/,Gleicheniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/hymenophyllaceae/,Hymenophyllaceae – eFlora of India
1,https://efloraofindia.com/article-categories/isoetaceae/,Isoetaceae – eFlora of India
1,https://efloraofindia.com/article-categories/lindsaeaceae/,Lindsaeaceae – eFlora of India
1,https://efloraofindia.com/article-categories/lycopodiaceae/,Lycopodiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/marattiaceae/,Marattiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/marsileaceae/,Marsileaceae – eFlora of India
1,https://efloraofindia.com/article-categories/ophioglossaceae/,Ophioglossaceae – eFlora of India
1,https://efloraofindia.com/article-categories/osmundaceae/,Osmundaceae – eFlora of India
1,https://efloraofindia.com/article-categories/polypodiaceae/,Polypodiaceae – eFlora of India
1,https://efloraofindia.com/article-categories/psilotaceae/,Psilotaceae – eFlora of India
1,https://efloraofindia.com/article-categories/pteridaceae/,Pteridaceae – eFlora of India
1,https://efloraofindia.com/article-categories/salviniaceae/,Salviniaceae – eFlora of India
1,https://efloraofindia.com/article-categories/schizaeaceae/,Schizaeaceae – eFlora of India
1,https://efloraofindia.com/article-categories/selaginellaceae/,Selaginellaceae – eFlora of India
1,https://efloraofindia.com/article-categories/best-of-the-month/,Best of the Month – eFlora of India
1,https://efloraofindia.com/article-categories/books-on-indian-flora/,Books on Indian Flora – eFlora of India
1,https://efloraofindia.com/article-categories/publications-d25/,Database of publications – eFlora of India
1,https://efloraofindia.com/article-categories/efloraofindias-journey/,eFloraofIndia’s journey – eFlora of India
1,https://efloraofindia.com/article-categories/general-efi-posts/,General – eFlora of India
1,https://efloraofindia.com/article-categories/species-ferns/,Species- Ferns (families) – eFlora of India
1,https://efloraofindia.com/article-categories/species-fungi/,"Species- Fungi (Phylum, Class, Family) – eFlora of India"
1,https://efloraofindia.com/article-categories/species-others/,Species- others (families) – eFlora of India
1,https://efloraofindia.com/article-categories/flora/,Threatened/ Endemic Flora of India – eFlora of India
1,https://efloraofindia.com/article-categories/for-members-information/,For members’ information – eFlora of India
1,https://efloraofindia.com/article-categories/volunteers-required-d58/,Volunteers required – eFlora of India
